IdentificativiOfferta_PIVA_UTENTE;IdentificativiOfferta_COD_OFFERTA;DettaglioOfferta_TIPO_MERCATO;DettaglioOfferta_TIPO_CLIENTE;DettaglioOfferta_DOMESTICO_RESIDENTE;DettaglioOfferta_TIPO_OFFERTA;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_0;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_1;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_2;DettaglioOfferta_NOME_OFFERTA;DettaglioOfferta_DESCRIZIONE;DettaglioOfferta_DURATA;DettaglioOfferta_GARANZIE;DettaglioOfferta_ModalitaAttivazione_MODALITA;DettaglioOfferta_Contatti_TELEFONO;DettaglioOfferta_Contatti_URL_SITO_VENDITORE;DettaglioOfferta_Contatti_URL_OFFERTA;ValiditaOfferta_DATA_INIZIO;ValiditaOfferta_DATA_FINE;OffertaDual_OFFERTE_CONGIUNTE_EE;OffertaDual_OFFERTE_CONGIUNTE_GAS;MetodoPagamento_0_MODALITA_PAGAMENTO;MetodoPagamento_1_MODALITA_PAGAMENTO;MetodoPagamento_2_MODALITA_PAGAMENTO;MetodoPagamento_3_MODALITA_PAGAMENTO;MetodoPagamento_3_DESCRIZIONE;CondizioniContrattuali_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_DESCRIZIONE;CondizioniContrattuali_LIMITANTE;Sconto_NOME;Sconto_DESCRIZIONE;Sconto_VALIDITA;Sconto_IVA_SCONTO;Sconto_Condizione_CONDIZIONE_APPLICAZIONE;Sconto_PrezziSconto_TIPOLOGIA;Sconto_PrezziSconto_UNITA_MISURA;Sconto_PrezziSconto_PREZZO;DettaglioOfferta_ModalitaAttivazione_MODALITA_0;DettaglioOfferta_ModalitaAttivazione_MODALITA_1;DettaglioOfferta_TIPOLOGIA_ATT_CONTR;DettaglioOfferta_ModalitaAttivazione_DESCRIZIONE;RiferimentiPrezzoEnergia_IDX_PREZZO_ENERGIA;CondizioniContrattuali_0_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_0_DESCRIZIONE;CondizioniContrattuali_0_LIMITANTE;CondizioniContrattuali_1_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_1_DESCRIZIONE;CondizioniContrattuali_1_LIMITANTE;CondizioniContrattuali_2_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_2_DESCRIZIONE;CondizioniContrattuali_2_LIMITANTE;CondizioniContrattuali_3_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_3_DESCRIZIONE;CondizioniContrattuali_3_LIMITANTE;DettaglioOfferta_OFFERTA_SINGOLA;MetodoPagamento_MODALITA_PAGAMENTO;CaratteristicheOfferta_CONSUMO_MIN;CaratteristicheOfferta_CONSUMO_MAX;TipoPrezzo_TIPOLOGIA_FASCE;Dispacciamento_TIPO_DISPACCIAMENTO;Dispacciamento_VALORE_DISP;Dispacciamento_NOME;CondizioniContrattuali_ALTRO;Sconto_TIPO_SCONTO;Sconto_Condizione_DESCRIZIONE_CONDIZIONE;Sconto_PrezziSconto_VALIDO_DA;Sconto_PrezziSconto_VALIDO_FINO;MetodoPagamento_2_DESCRIZIONE;ZoneOfferta_REGIONE_0;ZoneOfferta_REGIONE_1;ZoneOfferta_REGIONE_2;ZoneOfferta_REGIONE_3;ZoneOfferta_REGIONE_4;ZoneOfferta_REGIONE_5;ZoneOfferta_REGIONE_6;ZoneOfferta_REGIONE_7;ZoneOfferta_REGIONE_8;ZoneOfferta_REGIONE_9;ZoneOfferta_REGIONE_10;ZoneOfferta_REGIONE_11;ZoneOfferta_REGIONE_12;ZoneOfferta_REGIONE_13
01141160992;P92G93;03;01;;02;;;;ZeroVentiquattro LUCE Index + GAS;Per offerta Gas: Per tutta la durata del contratto, ai prelievi mensili di gas naturale verrà applicato il prezzo risultante dall’applicazione dello Spread su PGAS indicato nell'offerta, alla media aritmetica assunta dal prezzo di sbilanciamento giornaliero PGAS nel mese di riferimento, espresso in €/MWh e convertito in €/Smc tramite il coefficiente 0,01057275, definito secondo l’art. 5 dell’Allegato A alla deliberazione 312/2016/R/gas - Testo Integrato del Bilanciamento – e calcolato con riferimento ai dati funzionali alla determinazione del prezzo di sbilanciamento pubblicati sul Sito Internet del Gestore dei Mercati Energetici www.mercatoelettrico.org - Per offerta Luce: L’energia fornita al/i Punto/i di Fornitura sarà valorizzata in ciascun mese applicando ai consumi del Cliente (così come comunicati dal Distributore) i valori orari del PUN (Prezzo Unico Nazionale) maggiorati di un corrispettivo a copertura delle attività di operatività sulla borsa elettrica (IPEX) come indicato nell'offerta. Il PUN è il prezzo di riferimento dell’energia elettrica rilevato sulla borsa elettrica (IPEX, Italian Power Exchange) ed è pubblicato dal Gestore dei Mercati Energetici sul sito www.mercatoelettrico.org. Verranno applicati i prezzi orari per tutti e soli i Siti del Cliente che siano già dotati di un misuratore atto a rilevare i prelievi nell’ora (o, qualora tali misuratori vengano installati o attivati in corso di fornitura, per il periodo successivo alla loro attivazione). F1, F2, ed F3 sono le fasce definite dalla delibera ARERA n. 181/06 (Aggiornamento delle fasce orarie) e successive modifiche e integrazioni; sono invece “Ore Peak” tutte le ore comprese tra le 08.00 e le 20.00 dei giorni dal lunedì al venerdì e “Ore Off Peak” tutte le altre ore. Verranno applicati i prezzi monorari qualora, o finché, i Siti del Cliente siano dotati di misuratori atti a rilevare esclusivamente il consumo aggregato mensile. Nel caso in cui il punto di prelievo non sia trattato orario, i consumi mensili del Punto di Prelievo saranno riportati a consumi orari secondo la ripartizione del prelievo residuo di area di ENEL Distribuzione, zona NORD (delibera ARERA n.278/07 del 02/11/2007).;-1;nessuna;99;800620520;https://www.pulsee.it;https://pulsee.it/offerte-casa-luce-gas/zeroventiquattro-luce-gas;01/02/2020_12:00:00;29/02/2020_12:00:00;PULSEE_PMO07492_2002PUB_D;PULSEE_G07494_2002PSV_D;01;03;;;;;;;;;;;;;;;;;99;Offerta attivabile soltanto in modalità Dual;01;01;La data di attivazione della fornitura verrà indicata sulla lettera di benvenuto (welcome letter) che verrà inviata al cliente entro 40 giorni dalla sottoscrizione La fornitura di Energia Elettrica e/o di Gas Naturale è condizionata all’attivazione da parte dei soggetti competenti dei servizi di trasporto e dispacciamento dell’Energia Elettrica e/o di trasporto e di distribuzione del Gas Naturale e avviene compatibilmente con l’intervenuta efficacia dei recessi del Cliente verso precedenti fornitori.;01;02;In caso di recesso esercitato per disattivazione del punto di prelievo, sia per energia elettrica che gas naturale il Cliente è tenuto a inviare al fornitore comunicazione scritta a mezzo raccomandata con un preavviso di almeno 1 (uno) mese i rispetto alla decorrenza della disattivazione;01;03;il Cliente può esercitare il diritto di recesso per ripensamento entro 14 giorni dalla data di conclusione del contratto, anche per una sola fornitura, dandone comunicazione al Fornitore a mezzo lettera raccomandata AR, via email a assistenzaclienti.it@axpo.com o via PEC utilizzando l’apposito template messo a disposizione dal Fornitore e scaricabile dal sito internet.   Nel caso di recesso per cambio venditore il Cliente rilascia al Fornitore apposita procura a recedere in suo nome e per suo conto dal contratto di fornitura con il fornitore uscente. Nel caso in cui intenda cambiare fornitore, il Cliente domestico può recedere in qualunque momento e senza oneri dal Contratto. Il nuovo fornitore è tenuto all’invio di apposita comunicazione al Sistema Informativo Integrato - SII Nel caso di recesso per motivi diversi dal cambio fornitore (ad esempio per disattivazione del punto), il Cliente invierà comunicazione di recesso nelle forme e con le modalità previste dall’articolo 20 (comunicazioni) al Fornitore. Qualora comunicato entro il giorno 10 del mese di fornitura (mese M), lo switching sarà efficace a partire dal primo giorno del mese successivo (mese M+1). In caso di switching comunicato oltre il giorno 10 del mese di fornitura (mese M), il recesso sarà efficace a partire dal primo giorno del secondo mese di fornitura successivo (M+2). In ogni caso il Fornitore ha facoltà di recedere dal Contratto, per qualunque motivo, dandone comunicazione al Cliente mediante raccomandata, con un termine di preavviso non inferiore a 6 (sei) mesi.;01;04;Il Contratto ha durata indeterminata;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01141160992;P97G93;03;01;;02;;;;ZeroDodici LUCE Index + GAS;Per offerta Gas: Per tutta la durata del contratto, ai prelievi mensili di gas naturale verrà applicato il prezzo risultante dall’applicazione dello Spread su PGAS indicato nell'offerta, alla media aritmetica assunta dal prezzo di sbilanciamento giornaliero PGAS nel mese di riferimento, espresso in €/MWh e convertito in €/Smc tramite il coefficiente 0,01057275, definito secondo l’art. 5 dell’Allegato A alla deliberazione 312/2016/R/gas - Testo Integrato del Bilanciamento – e calcolato con riferimento ai dati funzionali alla determinazione del prezzo di sbilanciamento pubblicati sul Sito Internet del Gestore dei Mercati Energetici www.mercatoelettrico.org - Per offerta Luce: L’energia fornita al/i Punto/i di Fornitura sarà valorizzata in ciascun mese applicando ai consumi del Cliente (così come comunicati dal Distributore) i valori orari del PUN (Prezzo Unico Nazionale) maggiorati di un corrispettivo a copertura delle attività di operatività sulla borsa elettrica (IPEX) come indicato nell'offerta. Il PUN è il prezzo di riferimento dell’energia elettrica rilevato sulla borsa elettrica (IPEX, Italian Power Exchange) ed è pubblicato dal Gestore dei Mercati Energetici sul sito www.mercatoelettrico.org. Verranno applicati i prezzi orari per tutti e soli i Siti del Cliente che siano già dotati di un misuratore atto a rilevare i prelievi nell’ora (o, qualora tali misuratori vengano installati o attivati in corso di fornitura, per il periodo successivo alla loro attivazione). F1, F2, ed F3 sono le fasce definite dalla delibera ARERA n. 181/06 (Aggiornamento delle fasce orarie) e successive modifiche e integrazioni; sono invece “Ore Peak” tutte le ore comprese tra le 08.00 e le 20.00 dei giorni dal lunedì al venerdì e “Ore Off Peak” tutte le altre ore. Verranno applicati i prezzi monorari qualora, o finché, i Siti del Cliente siano dotati di misuratori atti a rilevare esclusivamente il consumo aggregato mensile. Nel caso in cui il punto di prelievo non sia trattato orario, i consumi mensili del Punto di Prelievo saranno riportati a consumi orari secondo la ripartizione del prelievo residuo di area di ENEL Distribuzione, zona NORD (delibera ARERA n.278/07 del 02/11/2007).;-1;nessuna;99;800620520;https://www.pulsee.it;https://pulsee.it/offerte-casa-luce-gas/zerododici-luce-gas?tipologia-prezzo=prezzo-indicizzato;01/02/2020_12:00:00;29/02/2020_12:00:00;PULSEE_PBO07493_2002PUM_D;PULSEE_G07494_2002PSV_D;01;03;;;;;;;;;;;;;;;;;99;Offerta attivabile soltanto in modalità Dual;01;01;La data di attivazione della fornitura verrà indicata sulla lettera di benvenuto (welcome letter) che verrà inviata al cliente entro 40 giorni dalla sottoscrizione La fornitura di Energia Elettrica e/o di Gas Naturale è condizionata all’attivazione da parte dei soggetti competenti dei servizi di trasporto e dispacciamento dell’Energia Elettrica e/o di trasporto e di distribuzione del Gas Naturale e avviene compatibilmente con l’intervenuta efficacia dei recessi del Cliente verso precedenti fornitori.;01;02;In caso di recesso esercitato per disattivazione del punto di prelievo, sia per energia elettrica che gas naturale il Cliente è tenuto a inviare al fornitore comunicazione scritta a mezzo raccomandata con un preavviso di almeno 1 (uno) mese i rispetto alla decorrenza della disattivazione;01;03;il Cliente può esercitare il diritto di recesso per ripensamento entro 14 giorni dalla data di conclusione del contratto, anche per una sola fornitura, dandone comunicazione al Fornitore a mezzo lettera raccomandata AR, via email a assistenzaclienti.it@axpo.com o via PEC utilizzando l’apposito template messo a disposizione dal Fornitore e scaricabile dal sito internet.   Nel caso di recesso per cambio venditore il Cliente rilascia al Fornitore apposita procura a recedere in suo nome e per suo conto dal contratto di fornitura con il fornitore uscente. Nel caso in cui intenda cambiare fornitore, il Cliente domestico può recedere in qualunque momento e senza oneri dal Contratto. Il nuovo fornitore è tenuto all’invio di apposita comunicazione al Sistema Informativo Integrato - SII Nel caso di recesso per motivi diversi dal cambio fornitore (ad esempio per disattivazione del punto), il Cliente invierà comunicazione di recesso nelle forme e con le modalità previste dall’articolo 20 (comunicazioni) al Fornitore. Qualora comunicato entro il giorno 10 del mese di fornitura (mese M), lo switching sarà efficace a partire dal primo giorno del mese successivo (mese M+1). In caso di switching comunicato oltre il giorno 10 del mese di fornitura (mese M), il recesso sarà efficace a partire dal primo giorno del secondo mese di fornitura successivo (M+2). In ogni caso il Fornitore ha facoltà di recedere dal Contratto, per qualunque motivo, dandone comunicazione al Cliente mediante raccomandata, con un termine di preavviso non inferiore a 6 (sei) mesi.;01;04;Il Contratto ha durata indeterminata;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01141160992;P90G91;03;01;;01;;;;ZeroVentiquattro LUCE Fix + GAS;Per offerta Gas: Ai prelievi mensili di gas naturale verrà applicato il prezzo definito nell'offerta fisso e invariabile per i primi 12 mesi di fornitura. A partire dal 13mo mese di fornitura, il Prezzo del gas sarà indicizzato al parametro PGAS (prezzo di sbilanciamento giornaliero, espresso in €/MWh e convertito in €/Smc tramite il coefficiente 0,01057275, definito secondo l’art. 5 dell’Allegato A alla deliberazione 312/2016/R/gas - Testo Integrato del Bilanciamento - e calcolato con riferimento ai dati funzionali alla determinazione del prezzo di sbilanciamento pubblicati sul Sito Internet del Gestore dei Mercati Energetici www.mercatoelettrico.org) e si aggiornerà mensilmente secondo la seguente formula: Pm = PGASm + P0, dove PGASm è la media mensile dei valori giornalieri del parametro PGAS nel mese di fornitura m e P0 è un corrispettivo fisso definito nell'offerta. - Per offerta Luce: Offerta a prezzo fisso. L’energia fornita al/i Punto/i di Fornitura sarà valorizzata in ciascun mese applicando ai consumi del Cliente (così come comunicati dal Distributore) i corrispettivi fissi definiti nell'offerta e invariabili per i primi 12 mesi. A partire dal13mo mese di fornitura, il prezzo di fornitura sarà aggiornato mensilmente secondo la seguente formula: PFi_m = PUNFi_m + P0 dove PFi_m è il prezzo applicato in ciascuna fascia oraria i nel mese m, il parametro PUNFi_m, viene calcolato come la media, riferita al mese di prelievo, dei valori orari del PUN (Prezzo Unico Nazionale come definito all’art.30, comma 4, lettera c, della delibera ARERA n. 111/06 e successive modificazioni ed integrazioni e pubblicato dal GME sul proprio sito internet www.mercatoelettrico.org) nei diversi aggregati orari Fi, P0  è il corrispettivo a copertura delle attività di operatività sulla Borsa Elettrica (IPEX) definito nell'offerta.;-1;nessuna;99;800620520;https://www.pulsee.it;https://pulsee.it/offerte-casa-luce-gas/zeroventiquattro-luce-gas;01/02/2020_12:00:00;29/02/2020_12:00:00;PULSEE_PMO07485_2002FIX_D;PULSEE_G07484_2002FIX_D;01;03;;;;;;;;;;;;;;;;;99;Offerta attivabile soltanto in modalità Dual;;01;La data di attivazione della fornitura verrà indicata sulla lettera di benvenuto (welcome letter) che verrà inviata al cliente entro 40 giorni dalla sottoscrizione La fornitura di Energia Elettrica e/o di Gas Naturale è condizionata all’attivazione da parte dei soggetti competenti dei servizi di trasporto e dispacciamento dell’Energia Elettrica e/o di trasporto e di distribuzione del Gas Naturale e avviene compatibilmente con l’intervenuta efficacia dei recessi del Cliente verso precedenti fornitori.;01;02;In caso di recesso esercitato per disattivazione del punto di prelievo, sia per energia elettrica che gas naturale il Cliente è tenuto a inviare al fornitore comunicazione scritta a mezzo raccomandata con un preavviso di almeno 1 (uno) mese i rispetto alla decorrenza della disattivazione;01;03;il Cliente può esercitare il diritto di recesso per ripensamento entro 14 giorni dalla data di conclusione del contratto, anche per una sola fornitura, dandone comunicazione al Fornitore a mezzo lettera raccomandata AR, via email a assistenzaclienti.it@axpo.com o via PEC utilizzando l’apposito template messo a disposizione dal Fornitore e scaricabile dal sito internet.   Nel caso di recesso per cambio venditore il Cliente rilascia al Fornitore apposita procura a recedere in suo nome e per suo conto dal contratto di fornitura con il fornitore uscente. Nel caso in cui intenda cambiare fornitore, il Cliente domestico può recedere in qualunque momento e senza oneri dal Contratto. Il nuovo fornitore è tenuto all’invio di apposita comunicazione al Sistema Informativo Integrato - SII Nel caso di recesso per motivi diversi dal cambio fornitore (ad esempio per disattivazione del punto), il Cliente invierà comunicazione di recesso nelle forme e con le modalità previste dall’articolo 20 (comunicazioni) al Fornitore. Qualora comunicato entro il giorno 10 del mese di fornitura (mese M), lo switching sarà efficace a partire dal primo giorno del mese successivo (mese M+1). In caso di switching comunicato oltre il giorno 10 del mese di fornitura (mese M), il recesso sarà efficace a partire dal primo giorno del secondo mese di fornitura successivo (M+2). In ogni caso il Fornitore ha facoltà di recedere dal Contratto, per qualunque motivo, dandone comunicazione al Cliente mediante raccomandata, con un termine di preavviso non inferiore a 6 (sei) mesi.;01;04;Il Contratto ha durata indeterminata;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01141160992;P96G91;03;01;;01;;;;ZeroDodici LUCE Fix + GAS;Per offerta Gas: Ai prelievi mensili di gas naturale verrà applicato il prezzo definito nell'offerta fisso e invariabile per i primi 12 mesi di fornitura. A partire dal 13mo mese di fornitura, il Prezzo del gas sarà indicizzato al parametro PGAS (prezzo di sbilanciamento giornaliero, espresso in €/MWh e convertito in €/Smc tramite il coefficiente 0,01057275, definito secondo l’art. 5 dell’Allegato A alla deliberazione 312/2016/R/gas - Testo Integrato del Bilanciamento - e calcolato con riferimento ai dati funzionali alla determinazione del prezzo di sbilanciamento pubblicati sul Sito Internet del Gestore dei Mercati Energetici www.mercatoelettrico.org) e si aggiornerà mensilmente secondo la seguente formula: Pm = PGASm + P0, dove PGASm è la media mensile dei valori giornalieri del parametro PGAS nel mese di fornitura m e P0 è un corrispettivo fisso definito nell'offerta. - Per offerta Luce: Offerta a prezzo fisso. L’energia fornita al/i Punto/i di Fornitura sarà valorizzata in ciascun mese applicando ai consumi del Cliente (così come comunicati dal Distributore) i corrispettivi fissi definiti nell'offerta e invariabili per i primi 12 mesi. A partire dal13mo mese di fornitura, il prezzo di fornitura sarà aggiornato mensilmente secondo la seguente formula: PFi_m = PUNFi_m + P0 dove PFi_m è il prezzo applicato in ciascuna fascia oraria i nel mese m, il parametro PUNFi_m, viene calcolato come la media, riferita al mese di prelievo, dei valori orari del PUN (Prezzo Unico Nazionale come definito all’art.30, comma 4, lettera c, della delibera ARERA n. 111/06 e successive modificazioni ed integrazioni e pubblicato dal GME sul proprio sito internet www.mercatoelettrico.org) nei diversi aggregati orari Fi, P0  è il corrispettivo a copertura delle attività di operatività sulla Borsa Elettrica (IPEX) definito nell'offerta.;-1;nessuna;99;800620520;https://www.pulsee.it;https://pulsee.it/offerte-casa-luce-gas/zerododici-luce-gas;01/02/2020_12:00:00;29/02/2020_12:00:00;PULSEE_PBO07486_2002FIX_D;PULSEE_G07484_2002FIX_D;01;03;;;;;;;;;;;;;;;;;99;Offerta attivabile soltanto in modalità Dual;;01;La data di attivazione della fornitura verrà indicata sulla lettera di benvenuto (welcome letter) che verrà inviata al cliente entro 40 giorni dalla sottoscrizione La fornitura di Energia Elettrica e/o di Gas Naturale è condizionata all’attivazione da parte dei soggetti competenti dei servizi di trasporto e dispacciamento dell’Energia Elettrica e/o di trasporto e di distribuzione del Gas Naturale e avviene compatibilmente con l’intervenuta efficacia dei recessi del Cliente verso precedenti fornitori.;01;02;In caso di recesso esercitato per disattivazione del punto di prelievo, sia per energia elettrica che gas naturale il Cliente è tenuto a inviare al fornitore comunicazione scritta a mezzo raccomandata con un preavviso di almeno 1 (uno) mese i rispetto alla decorrenza della disattivazione;01;03;il Cliente può esercitare il diritto di recesso per ripensamento entro 14 giorni dalla data di conclusione del contratto, anche per una sola fornitura, dandone comunicazione al Fornitore a mezzo lettera raccomandata AR, via email a assistenzaclienti.it@axpo.com o via PEC utilizzando l’apposito template messo a disposizione dal Fornitore e scaricabile dal sito internet.   Nel caso di recesso per cambio venditore il Cliente rilascia al Fornitore apposita procura a recedere in suo nome e per suo conto dal contratto di fornitura con il fornitore uscente. Nel caso in cui intenda cambiare fornitore, il Cliente domestico può recedere in qualunque momento e senza oneri dal Contratto. Il nuovo fornitore è tenuto all’invio di apposita comunicazione al Sistema Informativo Integrato - SII Nel caso di recesso per motivi diversi dal cambio fornitore (ad esempio per disattivazione del punto), il Cliente invierà comunicazione di recesso nelle forme e con le modalità previste dall’articolo 20 (comunicazioni) al Fornitore. Qualora comunicato entro il giorno 10 del mese di fornitura (mese M), lo switching sarà efficace a partire dal primo giorno del mese successivo (mese M+1). In caso di switching comunicato oltre il giorno 10 del mese di fornitura (mese M), il recesso sarà efficace a partire dal primo giorno del secondo mese di fornitura successivo (M+2). In ogni caso il Fornitore ha facoltà di recedere dal Contratto, per qualunque motivo, dandone comunicazione al Cliente mediante raccomandata, con un termine di preavviso non inferiore a 6 (sei) mesi.;01;04;Il Contratto ha durata indeterminata;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03567951201;ALLINPIVA0420;03;02;;02;;;;ALLINPIVA0120;Le presenti condizioni tecnico economiche per la fornitura congiunta di gas ed energia elettrica sono applicabili a tutti i Clienti NON domestici.;-1;NESSUNA GARANZIA;01;800992748;www.n-energia.it/;https://www.n-energia.it/offerta/business/;21/01/2020_17:00:00;09/02/2020_00:00:00;BEVAR0420;BGVAR0420;;;;;;01;Attivazione congiunta di entrambe le forniture;01;;;;;;;;;;;99;;02;;;;;;;;;;;;;NO;01;;;;;;;;;;;;;;;;;;;;;;;;;;
03567951201;ALLINDOME0420;03;01;;01;;;;ALLINDOME0120;Le presenti condizioni tecnico economiche per la fornitura congiunta di gas ed energia elettrica sono applicabili a tutti i Clienti domestici.;-1;NESSUNA GARANZIA;01;800992748;www.n-energia.it/;https://goo.gl/mFLtBb;10/01/2020_00:00:00;09/02/2020_00:00:00;AMON0420;AFIX0420;;;;;;01;Attivazione congiunta di entrambe le forniture;01;;;;;;;;;;;99;;;;;;;;;;;;;;;NO;01;;;;;;;;;;;;;;;;;;;;;;;;;;
03053750166;PWDZEROC;03;01;01;02;;;;DUAL POWER ZERO CONSUMER;GAS - L’offerta valida per tutta la durata contrattuale, applica il prezzo del gas secondo le condizioni economiche regolate del servizio di tutela dell’ARERA, applicato ai quantitativi di gas prelevati dal cliente. LUCE - L’offerta valida per tutta la durata contrattuale, applica il prezzo dell’energia  secondo le condizioni economiche regolate del servizio di maggior tutela dell’ARERA, applicato ai quantitativi di energia elettrica prelevata dal cliente ed è soggetta a variazioni trimestrali. Il prezzo è riferito alla componente energia PE suddivisa per fascia F1,F2F3.;-1;Deposito cauzionale: non applicato;;800642660;https://www.powergas.it/;https://www.powergas.it/offerte/dual-zero-consumer/;18/09/2019_00:00:00;31/12/2099_23:59:59;PZLC;PZGC;01;02;04;99;BONIFICO BANCARIO/POSTALE;99;Spesa cambio offerta: per il cambio di tipologia di offerta è previsto un costo Una Tantum di €20.00+IVA;01;Spesa gestione pratica;Sconto sulla spesa gestione pratica amministrativa;01;01;99;01;06;100;03;99;99;Agenti commerciali;02;;;;;;;;;;;;;NO;;0;0;91;99;0.01382;PD;Servizi accessori;01;Si applica se il cliente sceglie l'addebito in conto SEPA/RID;0;999999999;;;;;;;;;;;;;;;
03053750166;PWDZEROB;03;02;03;02;;;;DUAL POWER ZERO BUSINESS;GAS - L’offerta valida per tutta la durata contrattuale, applica il prezzo del gas secondo le condizioni economiche regolate del servizio di tutela dell’ARERA, applicato ai quantitativi di gas prelevati dal cliente. LUCE - L’offerta valida per tutta la durata contrattuale, applica il prezzo dell’energia  secondo le condizioni economiche regolate del servizio di maggior tutela dell’ARERA, applicato ai quantitativi di energia elettrica prelevata dal cliente ed è soggetta a variazioni trimestrali. Il prezzo è riferito alla componente energia PE suddivisa per fascia F1,F2,F3. ;-1;DEPOSITO CAUZIONALE NON APPLICATO;;800642660;https://www.powergas.it/;https://www.powergas.it/offerte/dual-power-zero-business;18/09/2019_00:00:00;31/12/2099_23:59:59;PZLB;PZGB;01;02;04;99;BONIFICO BANCARIO/POSTALE;99;•	Spesa cambio offerta: per il cambio di tipologia di offerta è previsto un costo Una Tantum di €20.00+IVA;01;Spesa gestione pratica;Sconto sulla spesa gestione pratica amministrativa;01;01;99;01;06;100;03;99;99;AGENTI COMMERCIALI;02;;;;;;;;;;;;;NO;;0;0;01;99;0.01382;PD;Servizi accessori;01;Si applica se il cliente sceglie l'addebito in conto SEPA/RID;0;999999999;;;;;;;;;;;;;;;
03053750166;PWDUAL20;03;01;03;02;;;;POWER DUAL 2.0 CONSUMER;GAS: L’offerta prevede l’applicazione del prezzo della materia prima gas naturale PFORt espresso in euro/SMC, aumentato di 0,06 €/Smc. Il prezzo è variabile trimestralmente. LUCE: L’offerta prevede l'applicazione del prezzo basato sul listino della Borsa Elettrica Italiana, GME, aumentato con un spread di 0,013 €/kwh sul Prezzo Unico Nazionale (PUN), sulle fasce F1/F2/F3 variabile mensilmente.;-1;Deposito cauzionale: non applicato;;800642660;https://www.powergas.it/;https://www.powergas.it/offerte/dual-2-0-consumer/;18/09/2019_00:00:00;31/12/2099_23:59:59;PW2C;PW2.0;01;02;04;99;BONIFICO BANCARIO/POSTALE;99;•	Spesa cambio offerta: per il cambio di tipologia di offerta è previsto un costo Una Tantum di €20.00+IVA;01;Spesa gestione pratica;Sconto sulla spesa gestione pratica amministrativa;01;01;99;01;05;25;03;99;99;Agenti commerciali;02;;;;;;;;;;;;;NO;;0;0;01;99;0.01382;PD;Servizi accessori;01;Si applica se il cliente sceglie l'addebito in conto SEPA/RID;0;999999999;;;;;;;;;;;;;;;
13149000153;VVWEBLGB_240120;03;01;03;01;;;;VIVIweb Lucegas Bioraria;L'offerta VIVIweb Lucegas Bioraria blocca per un anno il prezzo della componente materia prima applicato ai volumi di luce e gas consumati con uno sconto unitario sulla materia prima per 12 mesi e energia verde da fornti rinnovabili.;12;L'offerta non prevede deposito cauzionale in caso di cambio fornitore.;01;800151313;http://www.vivigas.it;https://www.vivigas.it/casa/viviweb-lucegas/;24/01/2020_00:00:00;11/02/2020_23:59:59;VVWEBEBIO240120;VVWEBGMON240120;01;04;99;;;01;Prodotto valido per switch;02;;;;;;;;;;;01;Web e Richiamami.;;;;;;;;;;;;;;;;;;;;;;;;;;;Satispay;08;06;12;07;03;11;01;09;04;10;02;05;16;17
13149000153;VIVIWEBDM240120;03;01;03;01;01;04;;VIVIweb Lucegas;L'offerta VIVIweb Lucegas Monoraria blocca per un anno il prezzo della componente materia prima applicato ai volumi di luce e gas consumati con uno sconto unitario sulla materia prima per 12 mesi e energia verde da fornti rinnovabili.;12;L'offerta non prevede deposito cauzionale in caso di cambio fornitore.;01;800151313;http://www.vivigas.it;https://www.vivigas.it/casa/viviweb-lucegas/;24/01/2020_00:00:00;11/02/2020_23:59:59;VVWEBEMON240120;VVWEBGMON240120;01;04;99;;;01;Prodotto valido per switch;02;;;;;;;;;;;;Web e Richiamami.;;;;;;;;;;;;;;;;;;;;;;;;;;;Satispay;08;06;12;07;03;11;01;09;04;10;02;05;16;17
13149000153;VIVI100D_030220;03;01;03;01;;;;VIVI100 Lucegas;L'offerta VIVI100 Lucegas blocca per un anno il prezzo della componente materia prima applicato ai volumi di luce e gas consumati, offre energia verde da fonti rinnovabili ad un prezzo diverso per il giorno e per la notte. Offerta riservata a nuovi Clienti finali domestici che non siano già Clienti Vivigas e che desiderano attivare con VIVIgas un’offerta luce e gas, esclusivamente presso gli store di Nettuno, Chiari, Casalpusterlengo, Rho, Dalmine, Saronno e Busto Arsizio, entro il 31 marzo 2020.;12;L'offerta non prevede deposito cauzionale in caso di cambio fornitore.;03;800151313;http://www.vivigas.it;https://www.vivigas.it/casa/vivi100-lucegas/;03/02/2020_00:00:00;31/03/2020_23:59:59;VIVI100E_030220;VIVI100G_030220;01;04;99;;;01;PValido per nuovi punti di fornitura.;02;;;;;;;;;;;99;Solo presso gli store di Nettuno, Chiari, Casalpusterlengo, Rho, Dalmine, Saronno e Busto Arsizio.;;;;;;;;;;;;;;;;;;;;;;;;;;;Satispay;12;03;;;;;;;;;;;;
