IdentificativiOfferta_PIVA_UTENTE;IdentificativiOfferta_COD_OFFERTA;DettaglioOfferta_TIPO_MERCATO;DettaglioOfferta_TIPO_CLIENTE;DettaglioOfferta_TIPO_OFFERTA;DettaglioOfferta_TIPOLOGIA_ATT_CONTR;DettaglioOfferta_NOME_OFFERTA;DettaglioOfferta_DESCRIZIONE;DettaglioOfferta_DURATA;DettaglioOfferta_GARANZIE;DettaglioOfferta_ModalitaAttivazione_MODALITA;DettaglioOfferta_Contatti_TELEFONO;DettaglioOfferta_Contatti_URL_SITO_VENDITORE;DettaglioOfferta_Contatti_URL_OFFERTA;RiferimentiPrezzoEnergia_IDX_PREZZO_ENERGIA;ValiditaOfferta_DATA_INIZIO;ValiditaOfferta_DATA_FINE;OffertaDual_OFFERTE_CONGIUNTE_EE;OffertaDual_OFFERTE_CONGIUNTE_GAS;MetodoPagamento_0_MODALITA_PAGAMENTO;MetodoPagamento_1_MODALITA_PAGAMENTO;MetodoPagamento_2_MODALITA_PAGAMENTO;MetodoPagamento_2_DESCRIZIONE;CondizioniContrattuali_0_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_0_DESCRIZIONE;CondizioniContrattuali_0_LIMITANTE;CondizioniContrattuali_1_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_1_DESCRIZIONE;CondizioniContrattuali_1_LIMITANTE;CondizioniContrattuali_2_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_2_DESCRIZIONE;CondizioniContrattuali_2_LIMITANTE;DettaglioOfferta_DOMESTICO_RESIDENTE;DettaglioOfferta_OFFERTA_SINGOLA;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_0;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_1;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_2;DettaglioOfferta_TIPOLOGIA_ATT_CONTR_3;MetodoPagamento_3_MODALITA_PAGAMENTO;MetodoPagamento_4_MODALITA_PAGAMENTO;MetodoPagamento_4_DESCRIZIONE;CondizioniContrattuali_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_DESCRIZIONE;CondizioniContrattuali_LIMITANTE;ZoneOfferta_REGIONE;DettaglioOfferta_ModalitaAttivazione_MODALITA_0;DettaglioOfferta_ModalitaAttivazione_MODALITA_1;DettaglioOfferta_ModalitaAttivazione_MODALITA_2;DettaglioOfferta_ModalitaAttivazione_DESCRIZIONE;CondizioniContrattuali_3_TIPOLOGIA_CONDIZIONE;CondizioniContrattuali_3_DESCRIZIONE;CondizioniContrattuali_3_LIMITANTE;MetodoPagamento_MODALITA_PAGAMENTO;CondizioniContrattuali_2_ALTRO;CondizioniContrattuali_1_ALTRO;CaratteristicheOfferta_CONSUMO_MIN;CaratteristicheOfferta_CONSUMO_MAX;MetodoPagamento_3_DESCRIZIONE;TipoPrezzo_TIPOLOGIA_FASCE;Dispacciamento_TIPO_DISPACCIAMENTO;Dispacciamento_VALORE_DISP;Dispacciamento_NOME;CondizioniContrattuali_ALTRO;Sconto_NOME;Sconto_DESCRIZIONE;Sconto_VALIDITA;Sconto_TIPO_SCONTO;Sconto_IVA_SCONTO;Sconto_Condizione_CONDIZIONE_APPLICAZIONE;Sconto_Condizione_DESCRIZIONE_CONDIZIONE;Sconto_PrezziSconto_TIPOLOGIA;Sconto_PrezziSconto_VALIDO_DA;Sconto_PrezziSconto_VALIDO_FINO;Sconto_PrezziSconto_UNITA_MISURA;Sconto_PrezziSconto_PREZZO;ZoneOfferta_PROVINCIA_0;ZoneOfferta_PROVINCIA_1
06289781004;E3L1200019_DUAL_MONOR;03;01;01;01;Energia 3.0 Light;L'offerta a 12 mesi più conveniente di ENGIE solo per i clienti web;-1;Domiciliazione obbligatoria;02;800901199;https://casa.engie.it;https://casa.engie.it;;27/05/2022_00:00:00;07/06/2022_00:00:00;E3L1200019_ELE_MONOR;E3L1200019_GAS;;;;;;;;;;;;;;03;;;;;;;;;04;Offerta Pluriennale;02;;;;;;;;;01;;;;;;;;;;;;;;;;;;;;;;;;
06289781004;EN3PL00039_DUAL_TRIOR;03;01;01;01;Energia 3.0 Light;L'offerta più conveniente di ENGIE solo per i clienti web;-1;Domiciliazione obbligatoria;01;800901199;https://casa.engie.it;https://casa.engie.it;;27/05/2022_00:00:00;07/06/2022_00:00:00;EN3PL00039_ELE_TRIOR;EN3PL00039_GAS;;;;;;;;;;;;;;03;;;;;;;;;04;Offerta Pluriennale;02;;;;;;;;;01;;;;;;;;;;;;;;;;;;;;;;;;
06289781004;EN3PL00039_DUAL_MONOR;03;01;01;01;Energia 3.0 Light;L'offerta più conveniente di ENGIE solo per i clienti web;-1;Domiciliazione obbligatoria;01;800901199;https://casa.engie.it;https://casa.engie.it;;27/05/2022_00:00:00;07/06/2022_00:00:00;EN3PL00039_ELE_MONOR;EN3PL00039_GAS;;;;;;;;;;;;;;03;;;;;;;;;04;Offerta Pluriennale;02;;;;;;;;;01;;;;;;;;;;;;;;;;;;;;;;;;
04096150281;CACOEGBV02;03;02;02;;ENERGYGATE BUSINESS VARIABILE GREEN BIFUEL;La presente offerta e applicabile a tutti Clienti aventi Partita IVA con consumi di gas superiori a 500 smc anno. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto Invent.;12;CAUZIONE COME DA CONTRATTO;99;0421307393;www.ecocasalucegas.it;https://www.ecocasalucegas.it/lucegas-impresa/;03;26/04/2022_17:55:00;10/07/2022_00:00:00;CACOEGBV02L;CACOEGBV02G;01;04;99;BONIFICO BANCARIO;01;La presente offerta e applicabile a tutti Clienti aventi Partita IVA con consumi di gas superiori a 500 smc anno. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto Invent;01;03;In caso di recesso per cambio venditore da parte del Cliente o qualora il Cliente sottoscriva una differente offerta di Invent, Invent non applichera gli eventuali sconti residui.;01;99;All atto dell emissione di una fattura,qualora risultino fatture precedenti non pagate,Invent si riserva il diritto di non procedere al riconoscimento del bonus nella fattura in emissione.;01;;NO;01;03;04;;;;;;;;;;;;CONTATTO EMAIL O INCARICATO;;;;;INSOLVENZA;;;;;;;;;;;;;;;;;;;;;;;
04096150281;CACOEBGV19;03;01;02;;ECOCASA BIFUEL VARIABILE GREEN;La presente offerta e applicabile a tutti i Clienti domestici.;-1;cauzione come da contratto;99;0421307393;www.ecocasalucegas.it;https://www.ecocasalucegas.it/lucegas-famiglia/;03;22/04/2022_14:55:00;10/07/2022_00:00:00;CACOEBGV19L;CACOEBGV19G;01;04;99;bonifico bancario;01;La presente offerta e applicabile a tutti i Clienti domestici.;02;03;Nel caso in cui il Cliente receda dal contratto prima dei 12 mesi di fornitura perde il diritto al riconoscimento dei bonus con riaddebito di quanto gia riconosciuto;01;99;All atto dell emissione di una fattura,qualora risultino fatture precedenti non pagate,Invent si riserva il diritto di non procedere al riconoscimento del bonus nella fattura in emissione.;01;;NO;01;03;04;;;;;;;;;;;;contatto email o incaricato;;;;;insolvenza;;;;;;;;;;;;;;;;;;;;;;;
04096150281;CACOGAV03;03;01;02;;ENERGYGATE VARIABILE GREEN BIFUEL;La presente offerta e applicabile a tutti i Clienti domestici. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto Invent.;-1;CAUZIONE COME DA CONTRATTO;99;0421307393;www.ecocasalucegas.it;https://www.ecocasalucegas.it/lucegas-famiglia/;01;22/04/2022_11:45:00;10/07/2022_00:00:00;CACOGAV03L;CACOGAV03G;01;04;99;BONIFICO BANCARIO;01;La presente offerta e applicabile a tutti i Clienti domestici. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto Invent.;01;99;All atto dell emissione di una fattura,qualora risultino fatture precedenti non pagate,Invent si riserva il diritto di non procedere al riconoscimento del bonus nella fattura in emissione.;01;03;Lo sconto non erogato al termine del periodo di fornitura in caso di recesso da parte del Cliente non dara diritto ad alcun rimborso in denaro;01;;NO;01;03;04;;;;;;;;;;;;CONTATTO MAIL O INCARICATO;;;;;;INSOLVENZA;;;;;;;;;;;;;;;;;;;;;;
04096150281;CACOMMMV03;03;01;02;;ENERGYGATE MASSMARKET VARIABILE GREEN;La presente offerta e applicabile esclusivamente ai Clienti domestici. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto venduto da un partner convenzionato Invent.;-1;CAUZIONE COME DA CONTRATTO;99;0421307393;www.ecocasalucegas.it;https://www.ecocasalucegas.it/;03;27/04/2022_12:15:00;10/07/2022_00:00:00;CACOMMMV03L;CACOMMMV03G;01;04;99;BONIFICO BANCARIO;01;La presente offerta e applicabile esclusivamente ai Clienti domestici. L offerta e riservata a chi e gia cliente per l acquisto di un prodotto venduto da un partner convenzionato Invent.;01;99;All atto dell emissione di una fattura,qualora risultino fatture precedenti non pagate,Invent si riserva il diritto di non procedere al riconoscimento del bonus nella fattura in emissione.;01;03;In caso di recesso per cambio venditore da parte del Cliente o qualora il Cliente sottoscriva una differente offerta di Invent, Invent non applichera gli eventuali sconti residui.;01;;NO;01;03;04;;;;;;;;;;;;CONTATTO MAIL O INCARICATO;;;;;;INSOLVENZA;;;;;;;;;;;;;;;;;;;;;;
04096150281;CACOSDBV03;03;01;02;;SWITCH DAY VARIABILE BIFUEL;La presente offerta e applicabile ai Clienti domestici esclusi quelli gia in fornitura con Invent.;12;cauzione come da contratto;99;0421307393;www.ecocasalucegas.it;https://www.ecocasalucegas.it/lucegas-famiglia/;15;06/05/2022_15:30:00;10/07/2022_00:00:00;CACOSDBV03L;CACOSDBV03G;01;04;99;bonifico bancario;;;;;;;;;;;NO;01;03;04;;;;;01;La presente offerta e applicabile ai Clienti domestici esclusi quelli gia in fornitura con Invent.;01;;;;;contatto email o incaricato;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03053750166;PWDZEROC;03;01;02;99;DUAL POWER ZERO CONSUMER;GAS - L’offerta valida per tutta la durata contrattuale, applica il prezzo del gas secondo le condizioni economiche regolate del servizio di tutela dell’ARERA, applicato ai quantitativi di gas prelevati dal cliente. LUCE - L’offerta valida per tutta la durata contrattuale, applica il prezzo dell’energia  secondo le condizioni economiche regolate del servizio di maggior tutela dell’ARERA, applicato ai quantitativi di energia elettrica prelevata dal cliente ed è soggetta a variazioni trimestrali. Il prezzo è riferito alla componente energia PE suddivisa per fascia F1,F2F3.;-1;Deposito cauzionale: non applicato;;800642660;https://www.powergas.it/;https://www.powergas.it/offerte/dual-zero-consumer/;02;18/09/2019_00:00:00;31/12/2099_23:59:59;PZLC;PZGC;01;02;04;;;;;;;;;;;01;NO;;;;;99;;;99;Spesa cambio offerta: per il cambio di tipologia di offerta è previsto un costo Una Tantum di €20.00+IVA;01;;03;99;;Agenti commerciali;;;;;;;0;0;BONIFICO BANCARIO/POSTALE;91;99;0.01382;PD;Servizi accessori;Spesa gestione pratica;Sconto sulla spesa gestione pratica amministrativa;01;01;01;99;Si applica se il cliente sceglie l'addebito in conto SEPA/RID;01;0;999999999;06;100;;
00338000409;DIND100122-20220506;03;01;01;;DINAMICA LUCE E GAS;Con Dinamica Luce e Gas hai una tariffa sempre allineata con l���andamento dei prezzi di mercato, per te uno sconto del 15% per il primo anno e del 35% il secondo anno  sul corrispettivo di intermediazione.  | Possibilit�� di ricevere fatture mensili da dicembre a marzo con l���opzione inverno. | Total Green: utilizzo gratuito di gas verde ed energia elettrica prodotta da fonti rinnovabili, bollette in formato elettronico, aiutando cos�� a consumare meno carta.;24;NO;02;800900147;http://www.sgrservizi.it;;;17/05/2022_15:00:00;20/07/2022_23:59:59;GIWE10B122-001-20220401;DING100122-001-20220506;01;02;03;;;;;;;;;;;;NO;01;02;03;04;04;99;Bonifico bancario,Lottoma;01;Attivazione;02;08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;041;043
12874490159;D1_NELNEG12_010622;03;01;01;99;NEXT ENERGY 12 DUAL;Offerta dual che prevede la stipula contemporanea delle due offerte Next Energy Luce e Next Energy Gas.;-1;Pagamento con SDD o Carta di Credito Ricorrente; in caso di pagamento con altra modalità, possibilità di richiesta del deposito cauzionale, calcolato ai sensi del TIV;01;800294333;www.sorgenia.it;offertacasa.sorgenia.it;;01/06/2022_00:00:00;09/06/2022_23:59:59;D1_RES_NELFIX0103_010622;D1_RES_NEGFIX0103_010622;01;02;03;;;;;;;;;;;;;;;;;;;;04;Offerta a prezzo fisso, valido per 12 mesi;02;;;;;;;;;;;;;;;01;;;;;;;;;;;;;;;;;;
12874490159;D1_NELNEGVAR_010622;03;01;02;99;NEXT ENERGY SUNLIGHT DUAL;Offerta dual che prevede la stipula contemporanea delle due offerte Next Energy Sunlight Luce e Next Energy Sunlight Gas.;-1;Pagamento con SDD o Carta di Credito Ricorrente; in caso di pagamento con altra modalità, possibilità di richiesta del deposito cauzionale, calcolato ai sensi del TIV;01;800294333;www.sorgenia.it;offertacasa.sorgenia.it;01;01/06/2022_00:00:00;09/06/2022_23:59:59;D1_RES_NELVAR_010622;D1_RES_NEGVAR_010622;01;02;03;;;;;;;;;;;;;;;;;;;;04;Offerta a prezzo indicizzato;02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10879560968;220525GNeNP30LNeNP30;03;01;01;01;NeNvenuto 30;L'offerta NeNvenuto 30 è sottoscrivibile dal sito www.nen.it inserendo il codice sconto NeNvenuto30. NeN propone una rata fissa tutto incluso: in questo modo, il cliente sa in anticipo il totale della spesa annua che andrà a pagare. La rata è diversa per ogni cliente, perché si basa sui consumi; a partire da 3 mesi prima della scadenza dell'anno, NeN avvisa il cliente se la rata subirà un ricalcolo, sulla base della variazione rispetto all'anno precedente. L'offerta NeN non prevede conguagli, ma solo un riadattamento della rata fissa per l'anno successivo. Dal momento della sottoscrizione, il prezzo della materia rimarrà bloccato per 36 mesi. L'energia elettrica acquistata da NeN è prodotta al 100% da centrali idriche, eoliche e solari. L'offerta prevede uno sconto dedicato pari a 2,5 euro/mese a fornitura (che nel primo anno è pari a 60 euro/anno per entrambe le forniture). Inoltre, grazie all’iniziativa “Azzera la tua rata”, per ogni persona che porti in NeN potrai beneficiare di uno sconto aggiuntivo. Per saperne di più, visita il sito di NeN.;-1;L'offerta non prevede depositi cauzionali. Il pagamento è possibile con domiciliazione bancaria, carta di credito e carta di debito. È inoltre prevista la fruizione della bolletta in formato digitale, sia dall'app NeN che nell'area riservata del sito nen.it.;01;800188525;;https://nen.it/attiva-nen?promoCode=NeNvenuto30;;25/05/2022_00:00:00;24/06/2022_23:59:59;220525LNeNP30;220525GNeNP30;;;;;;;;;;;;;;;NO;;;;;;;;99;nessuna condizione;02;;;;;;;;;01;;;;;;;;;;nessuna condizione;;;;;;;;;;;;;;
10879560968;220525GNENSP48LNENSP48;03;01;01;01;NeN Special 48;L'offerta NeN Special 48 è sottoscrivibile dal sito www.nen.it inserendo il codice sconto Offerta48!NeN. NeN propone una rata fissa tutto incluso: in questo modo, il cliente sa in anticipo il totale della spesa annua che andrà a pagare. La rata è diversa per ogni cliente, perché si basa sui consumi; a partire da 3 mesi prima della scadenza dell'anno, NeN avvisa il cliente se la rata subirà un ricalcolo, sulla base della variazione rispetto all'anno precedente. L'offerta NeN non prevede conguagli, ma solo un riadattamento della rata fissa per l'anno successivo. Dal momento della sottoscrizione, il prezzo della materia rimarrà bloccato per 36 mesi. L'energia elettrica acquistata da NeN è prodotta al 100% da centrali idriche, eoliche e solari. L'offerta prevede uno sconto dedicato pari a 4 euro/mese a fornitura (che nel primo anno è pari a 96 euro/anno per entrambe le forniture). Inoltre, grazie all’iniziativa “Azzera la tua rata”, per ogni persona che porti in NeN potrai beneficiare di uno sconto aggiuntivo. Per saperne di più, visita il sito di NeN.;-1;L'offerta non prevede depositi cauzionali. Il pagamento è possibile con domiciliazione bancaria, carta di credito e carta di debito. È inoltre prevista la fruizione della bolletta in formato digitale, sia dall'app NeN che nell'area riservata del sito nen.it.;01;800188525;;https://nen.it/attiva-nen?promoCode=Offerta48!NeN;;25/05/2022_00:00:00;24/06/2022_23:59:59;220525LNENSP48;220525GNENSP48;;;;;;;;;;;;;;;NO;;;;;;;;99;nessuna condizione;02;;;;;;;;;01;;;;;;;;;;nessuna condizione;;;;;;;;;;;;;;
10879560968;220525GNENSP42LNENSP42;03;01;01;01;NeN Special 42;L'offerta NeN Special 42 è sottoscrivibile dal sito www.nen.it inserendo il codice sconto Special42!NeN. NeN propone una rata fissa tutto incluso: in questo modo, il cliente sa in anticipo il totale della spesa annua che andrà a pagare. La rata è diversa per ogni cliente, perché si basa sui consumi; a partire da 3 mesi prima della scadenza dell'anno, NeN avvisa il cliente se la rata subirà un ricalcolo, sulla base della variazione rispetto all'anno precedente. L'offerta NeN non prevede conguagli, ma solo un riadattamento della rata fissa per l'anno successivo. Dal momento della sottoscrizione, il prezzo della materia rimarrà bloccato per 36 mesi. L'energia elettrica acquistata da NeN è prodotta al 100% da centrali idriche, eoliche e solari. L'offerta prevede uno sconto dedicato pari a 3,5 euro/mese a fornitura (che nel primo anno è pari a 84 euro/anno per entrambe le forniture). Inoltre, grazie all’iniziativa “Azzera la tua rata”, per ogni persona che porti in NeN potrai beneficiare di uno sconto aggiuntivo. Per saperne di più, visita il sito di NeN.;-1;L'offerta non prevede depositi cauzionali. Il pagamento è possibile con domiciliazione bancaria, carta di credito e carta di debito. È inoltre prevista la fruizione della bolletta in formato digitale, sia dall'app NeN che nell'area riservata del sito nen.it.;01;800188525;;https://nen.it/attiva-nen?promoCode=Special42!NeN;;25/05/2022_00:00:00;24/06/2022_23:59:59;220525LNENSP42;220525GNENSP42;;;;;;;;;;;;;;;NO;;;;;;;;99;nessuna condizione;02;;;;;;;;;01;;;;;;;;;;nessuna condizione;;;;;;;;;;;;;;
10879560968;220525GNeNLNeN;03;01;01;01;NeN;NeN propone una rata fissa tutto incluso: in questo modo, il cliente sa in anticipo il totale della spesa annua che andrà a pagare. La rata è diversa per ogni cliente, perché si basa sui consumi; a partire da 3 mesi prima della scadenza dell'anno, NeN avvisa il cliente se la rata subirà un ricalcolo, sulla base della variazione rispetto all'anno precedente. L'offerta NeN non prevede conguagli, ma solo un riadattamento della rata fissa per l'anno successivo. Dal momento della sottoscrizione, il prezzo della materia rimarrà bloccato per 36 mesi. L'energia elettrica acquistata da NeN è prodotta al 100% da centrali idriche, eoliche e solari. Inoltre, grazie all’iniziativa “Azzera la tua rata”, per ogni persona che porti in NeN potrai beneficiare di uno sconto aggiuntivo. Per saperne di più, visita il sito di NeN.;-1;L'offerta non prevede depositi cauzionali. Il pagamento è possibile con domiciliazione bancaria, carta di credito e carta di debito. È inoltre prevista la fruizione della bolletta in formato digitale, sia dall'app NeN che nell'area riservata del sito nen.it.;01;800188525;;https://nen.it/attiva-nen;;25/05/2022_00:00:00;24/06/2022_23:59:59;220525LNEN;220525GNEN;;;;;;;;;;;;;;;NO;;;;;;;;99;nessuna condizione;02;;;;;;;;;01;;;;;;;;;;nessuna condizione;;;;;;;;;;;;;;
